filename,mood,energy,valence,arousal,color_temperature,complexity,motion_speed,style,brightness,label_source
350.mp3,,,0.625,0.688,,,,,,deam
352.mp3,,,0.562,0.438,,,,,,deam
353.mp3,,,0.375,0.475,,,,,,deam
354.mp3,,,0.762,0.675,,,,,,deam
355.mp3,,,0.512,0.688,,,,,,deam
356.mp3,,,0.45,0.575,,,,,,deam
357.mp3,,,0.475,0.688,,,,,,deam
358.mp3,,,0.575,0.4,,,,,,deam
359.mp3,,,0.188,0.338,,,,,,deam
360.mp3,,,0.188,0.562,,,,,,deam
361.mp3,,,0.194,0.295,,,,,,deam
362.mp3,,,0.375,0.612,,,,,,deam
364.mp3,,,0.562,0.688,,,,,,deam
365.mp3,,,0.625,0.762,,,,,,deam
366.mp3,,,0.738,0.638,,,,,,deam
367.mp3,,,0.262,0.213,,,,,,deam
368.mp3,,,0.475,0.638,,,,,,deam
369.mp3,,,0.238,0.3,,,,,,deam
370.mp3,,,0.35,0.3,,,,,,deam
371.mp3,,,0.525,0.7,,,,,,deam
372.mp3,,,0.325,0.475,,,,,,deam
374.mp3,,,0.75,0.488,,,,,,deam
375.mp3,,,0.112,0.225,,,,,,deam
376.mp3,,,0.5,0.612,,,,,,deam
378.mp3,,,0.562,0.612,,,,,,deam
379.mp3,,,0.112,0.238,,,,,,deam
380.mp3,,,0.575,0.475,,,,,,deam
381.mp3,,,0.625,0.712,,,,,,deam
383.mp3,,,0.4,0.325,,,,,,deam
384.mp3,,,0.325,0.387,,,,,,deam
386.mp3,,,0.5,0.562,,,,,,deam
387.mp3,,,0.65,0.65,,,,,,deam
390.mp3,,,0.588,0.65,,,,,,deam
391.mp3,,,0.562,0.638,,,,,,deam
392.mp3,,,0.3,0.475,,,,,,deam
393.mp3,,,0.625,0.675,,,,,,deam
395.mp3,,,0.712,0.65,,,,,,deam
397.mp3,,,0.75,0.75,,,,,,deam
399.mp3,,,0.712,0.75,,,,,,deam
400.mp3,,,0.512,0.575,,,,,,deam
401.mp3,,,0.562,0.675,,,,,,deam
402.mp3,,,0.762,0.762,,,,,,deam
403.mp3,,,0.512,0.525,,,,,,deam
404.mp3,,,0.738,0.725,,,,,,deam
405.mp3,,,0.638,0.8,,,,,,deam
406.mp3,,,0.538,0.412,,,,,,deam
407.mp3,,,0.412,0.438,,,,,,deam
408.mp3,,,0.7,0.638,,,,,,deam
410.mp3,,,0.35,0.512,,,,,,deam
415.mp3,,,0.625,0.525,,,,,,deam
416.mp3,,,0.562,0.525,,,,,,deam
419.mp3,,,0.288,0.375,,,,,,deam
420.mp3,,,0.438,0.55,,,,,,deam
422.mp3,,,0.225,0.338,,,,,,deam
423.mp3,,,0.525,0.438,,,,,,deam
425.mp3,,,0.762,0.725,,,,,,deam
426.mp3,,,0.538,0.538,,,,,,deam
427.mp3,,,0.525,0.6,,,,,,deam
428.mp3,,,0.7,0.7,,,,,,deam
429.mp3,,,0.288,0.412,,,,,,deam
430.mp3,,,0.375,0.238,,,,,,deam
431.mp3,,,0.638,0.562,,,,,,deam
432.mp3,,,0.538,0.538,,,,,,deam
435.mp3,,,0.438,0.612,,,,,,deam
436.mp3,,,0.412,0.525,,,,,,deam
437.mp3,,,0.525,0.412,,,,,,deam
440.mp3,,,0.538,0.662,,,,,,deam
441.mp3,,,0.45,0.512,,,,,,deam
442.mp3,,,0.387,0.438,,,,,,deam
444.mp3,,,0.162,0.188,,,,,,deam
445.mp3,,,0.175,0.45,,,,,,deam
448.mp3,,,0.712,0.688,,,,,,deam
449.mp3,,,0.325,0.35,,,,,,deam
450.mp3,,,0.387,0.5,,,,,,deam
451.mp3,,,0.488,0.425,,,,,,deam
452.mp3,,,0.556,0.719,,,,,,deam
453.mp3,,,0.45,0.575,,,,,,deam
454.mp3,,,0.5,0.475,,,,,,deam
455.mp3,,,0.55,0.588,,,,,,deam
456.mp3,,,0.638,0.162,,,,,,deam
458.mp3,,,0.3,0.5,,,,,,deam
459.mp3,,,0.662,0.638,,,,,,deam
460.mp3,,,0.35,0.35,,,,,,deam
461.mp3,,,0.475,0.425,,,,,,deam
462.mp3,,,0.6,0.45,,,,,,deam
463.mp3,,,0.5,0.588,,,,,,deam
464.mp3,,,0.512,0.575,,,,,,deam
466.mp3,,,0.7,0.612,,,,,,deam
467.mp3,,,0.588,0.725,,,,,,deam
468.mp3,,,0.325,0.3,,,,,,deam
469.mp3,,,0.512,0.538,,,,,,deam
472.mp3,,,0.688,0.525,,,,,,deam
473.mp3,,,0.762,0.562,,,,,,deam
475.mp3,,,0.575,0.5,,,,,,deam
477.mp3,,,0.762,0.775,,,,,,deam
478.mp3,,,0.225,0.275,,,,,,deam
479.mp3,,,0.438,0.588,,,,,,deam
480.mp3,,,0.213,0.387,,,,,,deam
481.mp3,,,0.3,0.462,,,,,,deam
482.mp3,,,0.112,0.312,,,,,,deam
484.mp3,,,0.675,0.688,,,,,,deam
485.mp3,,,0.2,0.338,,,,,,deam
486.mp3,,,0.65,0.588,,,,,,deam
487.mp3,,,0.438,0.538,,,,,,deam
488.mp3,,,0.075,0.3,,,,,,deam
489.mp3,,,0.45,0.525,,,,,,deam
490.mp3,,,0.362,0.338,,,,,,deam
492.mp3,,,0.425,0.475,,,,,,deam
493.mp3,,,0.338,0.488,,,,,,deam
494.mp3,,,0.338,0.387,,,,,,deam
496.mp3,,,0.462,0.612,,,,,,deam
497.mp3,,,0.65,0.588,,,,,,deam
498.mp3,,,0.238,0.225,,,,,,deam
499.mp3,,,0.325,0.325,,,,,,deam
500.mp3,,,0.625,0.525,,,,,,deam
501.mp3,,,0.188,0.425,,,,,,deam
502.mp3,,,0.475,0.45,,,,,,deam
503.mp3,,,0.6,0.675,,,,,,deam
504.mp3,,,0.475,0.375,,,,,,deam
506.mp3,,,0.238,0.387,,,,,,deam
507.mp3,,,0.488,0.475,,,,,,deam
512.mp3,,,0.512,0.55,,,,,,deam
513.mp3,,,0.262,0.4,,,,,,deam
514.mp3,,,0.412,0.6,,,,,,deam
515.mp3,,,0.35,0.3,,,,,,deam
518.mp3,,,0.387,0.3,,,,,,deam
519.mp3,,,0.725,0.538,,,,,,deam
520.mp3,,,0.375,0.562,,,,,,deam
521.mp3,,,0.35,0.45,,,,,,deam
522.mp3,,,0.312,0.213,,,,,,deam
523.mp3,,,0.512,0.612,,,,,,deam
524.mp3,,,0.288,0.375,,,,,,deam
525.mp3,,,0.412,0.475,,,,,,deam
527.mp3,,,0.375,0.588,,,,,,deam
529.mp3,,,0.462,0.6,,,,,,deam
530.mp3,,,0.288,0.312,,,,,,deam
535.mp3,,,0.638,0.688,,,,,,deam
536.mp3,,,0.512,0.438,,,,,,deam
537.mp3,,,0.5,0.2,,,,,,deam
540.mp3,,,0.387,0.425,,,,,,deam
544.mp3,,,0.475,0.438,,,,,,deam
547.mp3,,,0.3,0.475,,,,,,deam
550.mp3,,,0.4,0.612,,,,,,deam
551.mp3,,,0.275,0.375,,,,,,deam
554.mp3,,,0.225,0.5,,,,,,deam
555.mp3,,,0.525,0.475,,,,,,deam
556.mp3,,,0.575,0.638,,,,,,deam
558.mp3,,,0.225,0.275,,,,,,deam
560.mp3,,,0.238,0.45,,,,,,deam
561.mp3,,,0.738,0.75,,,,,,deam
564.mp3,,,0.462,0.488,,,,,,deam
565.mp3,,,0.262,0.25,,,,,,deam
568.mp3,,,0.55,0.262,,,,,,deam
574.mp3,,,0.438,0.475,,,,,,deam
577.mp3,,,0.575,0.562,,,,,,deam
579.mp3,,,0.262,0.275,,,,,,deam
580.mp3,,,0.175,0.425,,,,,,deam
581.mp3,,,0.538,0.625,,,,,,deam
582.mp3,,,0.262,0.488,,,,,,deam
584.mp3,,,0.188,0.175,,,,,,deam
585.mp3,,,0.375,0.4,,,,,,deam
586.mp3,,,0.525,0.612,,,,,,deam
591.mp3,,,0.588,0.65,,,,,,deam
592.mp3,,,0.556,0.511,,,,,,deam
594.mp3,,,0.4,0.262,,,,,,deam
597.mp3,,,0.475,0.675,,,,,,deam
598.mp3,,,0.375,0.575,,,,,,deam
600.mp3,,,0.312,0.375,,,,,,deam
605.mp3,,,0.425,0.625,,,,,,deam
606.mp3,,,0.387,0.575,,,,,,deam
607.mp3,,,0.425,0.638,,,,,,deam
608.mp3,,,0.238,0.35,,,,,,deam
609.mp3,,,0.538,0.569,,,,,,deam
610.mp3,,,0.662,0.688,,,,,,deam
611.mp3,,,0.512,0.475,,,,,,deam
612.mp3,,,0.575,0.7,,,,,,deam
613.mp3,,,0.525,0.725,,,,,,deam
614.mp3,,,0.412,0.338,,,,,,deam
615.mp3,,,0.275,0.5,,,,,,deam
616.mp3,,,0.312,0.5,,,,,,deam
617.mp3,,,0.688,0.25,,,,,,deam
620.mp3,,,0.6,0.425,,,,,,deam
621.mp3,,,0.238,0.425,,,,,,deam
622.mp3,,,0.438,0.5,,,,,,deam
623.mp3,,,0.35,0.612,,,,,,deam
625.mp3,,,0.262,0.425,,,,,,deam
628.mp3,,,0.488,0.725,,,,,,deam
629.mp3,,,0.8,0.825,,,,,,deam
631.mp3,,,0.825,0.262,,,,,,deam
632.mp3,,,0.4,0.55,,,,,,deam
634.mp3,,,0.462,0.6,,,,,,deam
635.mp3,,,0.7,0.825,,,,,,deam
637.mp3,,,0.15,0.325,,,,,,deam
638.mp3,,,0.275,0.425,,,,,,deam
639.mp3,,,0.638,0.662,,,,,,deam
640.mp3,,,0.825,0.85,,,,,,deam
643.mp3,,,0.312,0.4,,,,,,deam
644.mp3,,,0.412,0.575,,,,,,deam
645.mp3,,,0.45,0.588,,,,,,deam
646.mp3,,,0.262,0.35,,,,,,deam
647.mp3,,,0.25,0.6,,,,,,deam
648.mp3,,,0.512,0.725,,,,,,deam
649.mp3,,,0.65,0.712,,,,,,deam
650.mp3,,,0.625,0.4,,,,,,deam
651.mp3,,,0.675,0.762,,,,,,deam
652.mp3,,,0.275,0.412,,,,,,deam
653.mp3,,,0.538,0.688,,,,,,deam
654.mp3,,,0.512,0.425,,,,,,deam
656.mp3,,,0.2,0.387,,,,,,deam
657.mp3,,,0.512,0.575,,,,,,deam
658.mp3,,,0.425,0.588,,,,,,deam
660.mp3,,,0.138,0.225,,,,,,deam
661.mp3,,,0.15,0.225,,,,,,deam
662.mp3,,,0.612,0.512,,,,,,deam
663.mp3,,,0.288,0.412,,,,,,deam
664.mp3,,,0.75,0.7,,,,,,deam
665.mp3,,,0.588,0.65,,,,,,deam
666.mp3,,,0.538,0.5,,,,,,deam
667.mp3,,,0.4,0.488,,,,,,deam
668.mp3,,,0.5,0.538,,,,,,deam
671.mp3,,,0.262,0.338,,,,,,deam
672.mp3,,,0.425,0.662,,,,,,deam
673.mp3,,,0.7,0.712,,,,,,deam
674.mp3,,,0.725,0.8,,,,,,deam
675.mp3,,,0.512,0.6,,,,,,deam
676.mp3,,,0.7,0.7,,,,,,deam
677.mp3,,,0.688,0.538,,,,,,deam
681.mp3,,,0.488,0.7,,,,,,deam
682.mp3,,,0.475,0.625,,,,,,deam
684.mp3,,,0.412,0.488,,,,,,deam
685.mp3,,,0.438,0.325,,,,,,deam
686.mp3,,,0.3,0.562,,,,,,deam
687.mp3,,,0.788,0.8,,,,,,deam
688.mp3,,,0.412,0.5,,,,,,deam
689.mp3,,,0.35,0.45,,,,,,deam
690.mp3,,,0.175,0.425,,,,,,deam
691.mp3,,,0.5,0.338,,,,,,deam
692.mp3,,,0.738,0.638,,,,,,deam
693.mp3,,,0.65,0.538,,,,,,deam
695.mp3,,,0.612,0.65,,,,,,deam
696.mp3,,,0.538,0.6,,,,,,deam
697.mp3,,,0.475,0.6,,,,,,deam
698.mp3,,,0.362,0.338,,,,,,deam
699.mp3,,,0.338,0.438,,,,,,deam
700.mp3,,,0.475,0.575,,,,,,deam
702.mp3,,,0.812,0.288,,,,,,deam
703.mp3,,,0.512,0.625,,,,,,deam
704.mp3,,,0.387,0.4,,,,,,deam
706.mp3,,,0.562,0.625,,,,,,deam
707.mp3,,,0.275,0.262,,,,,,deam
708.mp3,,,0.275,0.275,,,,,,deam
709.mp3,,,0.6,0.5,,,,,,deam
710.mp3,,,0.55,0.512,,,,,,deam
711.mp3,,,0.238,0.262,,,,,,deam
712.mp3,,,0.3,0.538,,,,,,deam
713.mp3,,,0.488,0.662,,,,,,deam
714.mp3,,,0.425,0.475,,,,,,deam
715.mp3,,,0.238,0.412,,,,,,deam
717.mp3,,,0.438,0.488,,,,,,deam
718.mp3,,,0.612,0.688,,,,,,deam
719.mp3,,,0.762,0.775,,,,,,deam
721.mp3,,,0.588,0.562,,,,,,deam
722.mp3,,,0.588,0.75,,,,,,deam
723.mp3,,,0.688,0.775,,,,,,deam
724.mp3,,,0.625,0.638,,,,,,deam
725.mp3,,,0.512,0.512,,,,,,deam
726.mp3,,,0.75,0.325,,,,,,deam
727.mp3,,,0.412,0.438,,,,,,deam
728.mp3,,,0.738,0.812,,,,,,deam
729.mp3,,,0.675,0.312,,,,,,deam
730.mp3,,,0.338,0.438,,,,,,deam
731.mp3,,,0.788,0.6,,,,,,deam
732.mp3,,,0.575,0.662,,,,,,deam
733.mp3,,,0.412,0.5,,,,,,deam
734.mp3,,,0.588,0.662,,,,,,deam
735.mp3,,,0.412,0.488,,,,,,deam
736.mp3,,,0.213,0.338,,,,,,deam
737.mp3,,,0.387,0.488,,,,,,deam
738.mp3,,,0.562,0.65,,,,,,deam
739.mp3,,,0.65,0.738,,,,,,deam
740.mp3,,,0.338,0.375,,,,,,deam
741.mp3,,,0.45,0.425,,,,,,deam
742.mp3,,,0.638,0.688,,,,,,deam
743.mp3,,,0.262,0.5,,,,,,deam
744.mp3,,,0.638,0.562,,,,,,deam
745.mp3,,,0.4,0.075,,,,,,deam
746.mp3,,,0.338,0.45,,,,,,deam
747.mp3,,,0.325,0.488,,,,,,deam
748.mp3,,,0.512,0.425,,,,,,deam
749.mp3,,,0.4,0.488,,,,,,deam
750.mp3,,,0.538,0.588,,,,,,deam
756.mp3,,,0.612,0.725,,,,,,deam
757.mp3,,,0.625,0.638,,,,,,deam
758.mp3,,,0.475,0.612,,,,,,deam
759.mp3,,,0.712,0.612,,,,,,deam
763.mp3,,,0.312,0.562,,,,,,deam
764.mp3,,,0.662,0.812,,,,,,deam
767.mp3,,,0.525,0.688,,,,,,deam
769.mp3,,,0.65,0.5,,,,,,deam
773.mp3,,,0.438,0.462,,,,,,deam
775.mp3,,,0.338,0.425,,,,,,deam
776.mp3,,,0.312,0.438,,,,,,deam
777.mp3,,,0.65,0.512,,,,,,deam
779.mp3,,,0.225,0.538,,,,,,deam
780.mp3,,,0.6,0.65,,,,,,deam
781.mp3,,,0.488,0.662,,,,,,deam
782.mp3,,,0.775,0.462,,,,,,deam
784.mp3,,,0.462,0.588,,,,,,deam
787.mp3,,,0.638,0.662,,,,,,deam
789.mp3,,,0.362,0.525,,,,,,deam
790.mp3,,,0.775,0.55,,,,,,deam
791.mp3,,,0.213,0.45,,,,,,deam
794.mp3,,,0.188,0.4,,,,,,deam
795.mp3,,,0.15,0.312,,,,,,deam
796.mp3,,,0.525,0.512,,,,,,deam
797.mp3,,,0.488,0.55,,,,,,deam
798.mp3,,,0.688,0.612,,,,,,deam
799.mp3,,,0.387,0.575,,,,,,deam
800.mp3,,,0.438,0.438,,,,,,deam
801.mp3,,,0.288,0.312,,,,,,deam
804.mp3,,,0.738,0.725,,,,,,deam
805.mp3,,,0.15,0.312,,,,,,deam
806.mp3,,,0.675,0.7,,,,,,deam
807.mp3,,,0.475,0.688,,,,,,deam
808.mp3,,,0.262,0.412,,,,,,deam
810.mp3,,,0.688,0.7,,,,,,deam
811.mp3,,,0.387,0.488,,,,,,deam
813.mp3,,,0.65,0.712,,,,,,deam
814.mp3,,,0.638,0.538,,,,,,deam
815.mp3,,,0.562,0.612,,,,,,deam
818.mp3,,,0.612,0.725,,,,,,deam
819.mp3,,,0.375,0.588,,,,,,deam
820.mp3,,,0.675,0.675,,,,,,deam
823.mp3,,,0.475,0.475,,,,,,deam
824.mp3,,,0.775,0.75,,,,,,deam
825.mp3,,,0.387,0.588,,,,,,deam
826.mp3,,,0.375,0.462,,,,,,deam
829.mp3,,,0.162,0.438,,,,,,deam
830.mp3,,,0.538,0.612,,,,,,deam
831.mp3,,,0.525,0.65,,,,,,deam
833.mp3,,,0.5,0.6,,,,,,deam
834.mp3,,,0.462,0.412,,,,,,deam
836.mp3,,,0.762,0.588,,,,,,deam
839.mp3,,,0.588,0.425,,,,,,deam
841.mp3,,,0.4,0.462,,,,,,deam
844.mp3,,,0.35,0.3,,,,,,deam
845.mp3,,,0.512,0.375,,,,,,deam
846.mp3,,,0.625,0.562,,,,,,deam
848.mp3,,,0.15,0.213,,,,,,deam
850.mp3,,,0.325,0.262,,,,,,deam
851.mp3,,,0.5,0.425,,,,,,deam
852.mp3,,,0.438,0.462,,,,,,deam
854.mp3,,,0.238,0.35,,,,,,deam
855.mp3,,,0.238,0.438,,,,,,deam
856.mp3,,,0.712,0.575,,,,,,deam
857.mp3,,,0.488,0.538,,,,,,deam
858.mp3,,,0.425,0.438,,,,,,deam
859.mp3,,,0.325,0.512,,,,,,deam
860.mp3,,,0.7,0.712,,,,,,deam
863.mp3,,,0.675,0.75,,,,,,deam
864.mp3,,,0.588,0.612,,,,,,deam
865.mp3,,,0.225,0.45,,,,,,deam
866.mp3,,,0.6,0.512,,,,,,deam
867.mp3,,,0.6,0.688,,,,,,deam
869.mp3,,,0.2,0.387,,,,,,deam
871.mp3,,,0.675,0.625,,,,,,deam
872.mp3,,,0.3,0.562,,,,,,deam
873.mp3,,,0.725,0.75,,,,,,deam
874.mp3,,,0.662,0.425,,,,,,deam
876.mp3,,,0.662,0.712,,,,,,deam
879.mp3,,,0.575,0.625,,,,,,deam
880.mp3,,,0.488,0.35,,,,,,deam
882.mp3,,,0.538,0.525,,,,,,deam
884.mp3,,,0.562,0.5,,,,,,deam
886.mp3,,,0.612,0.55,,,,,,deam
887.mp3,,,0.512,0.575,,,,,,deam
889.mp3,,,0.738,0.775,,,,,,deam
890.mp3,,,0.325,0.462,,,,,,deam
891.mp3,,,0.3,0.562,,,,,,deam
892.mp3,,,0.362,0.238,,,,,,deam
893.mp3,,,0.788,0.288,,,,,,deam
897.mp3,,,0.488,0.412,,,,,,deam
898.mp3,,,0.675,0.562,,,,,,deam
899.mp3,,,0.538,0.662,,,,,,deam
902.mp3,,,0.75,0.288,,,,,,deam
903.mp3,,,0.612,0.575,,,,,,deam
904.mp3,,,0.588,0.4,,,,,,deam
908.mp3,,,0.562,0.488,,,,,,deam
909.mp3,,,0.625,0.562,,,,,,deam
910.mp3,,,0.75,0.7,,,,,,deam
911.mp3,,,0.762,0.375,,,,,,deam
913.mp3,,,0.475,0.288,,,,,,deam
915.mp3,,,0.5,0.525,,,,,,deam
921.mp3,,,0.612,0.638,,,,,,deam
924.mp3,,,0.55,0.65,,,,,,deam
925.mp3,,,0.488,0.588,,,,,,deam
926.mp3,,,0.375,0.562,,,,,,deam
928.mp3,,,0.5,0.375,,,,,,deam
931.mp3,,,0.662,0.688,,,,,,deam
932.mp3,,,0.438,0.488,,,,,,deam
934.mp3,,,0.65,0.675,,,,,,deam
936.mp3,,,0.55,0.462,,,,,,deam
938.mp3,,,0.788,0.4,,,,,,deam
939.mp3,,,0.65,0.213,,,,,,deam
941.mp3,,,0.775,0.612,,,,,,deam
942.mp3,,,0.475,0.387,,,,,,deam
944.mp3,,,0.762,0.688,,,,,,deam
945.mp3,,,0.162,0.225,,,,,,deam
949.mp3,,,0.588,0.638,,,,,,deam
952.mp3,,,0.4,0.338,,,,,,deam
954.mp3,,,0.512,0.562,,,,,,deam
955.mp3,,,0.35,0.575,,,,,,deam
956.mp3,,,0.438,0.55,,,,,,deam
957.mp3,,,0.225,0.462,,,,,,deam
958.mp3,,,0.562,0.512,,,,,,deam
959.mp3,,,0.65,0.675,,,,,,deam
960.mp3,,,0.838,0.838,,,,,,deam
961.mp3,,,0.575,0.562,,,,,,deam
962.mp3,,,0.8,0.3,,,,,,deam
964.mp3,,,0.825,0.75,,,,,,deam
967.mp3,,,0.225,0.425,,,,,,deam
968.mp3,,,0.35,0.275,,,,,,deam
970.mp3,,,0.7,0.7,,,,,,deam
973.mp3,,,0.688,0.45,,,,,,deam
974.mp3,,,0.387,0.4,,,,,,deam
976.mp3,,,0.65,0.612,,,,,,deam
977.mp3,,,0.788,0.312,,,,,,deam
978.mp3,,,0.838,0.638,,,,,,deam
979.mp3,,,0.262,0.562,,,,,,deam
980.mp3,,,0.6,0.412,,,,,,deam
981.mp3,,,0.712,0.7,,,,,,deam
983.mp3,,,0.475,0.662,,,,,,deam
985.mp3,,,0.362,0.638,,,,,,deam
986.mp3,,,0.6,0.438,,,,,,deam
987.mp3,,,0.662,0.325,,,,,,deam
988.mp3,,,0.55,0.612,,,,,,deam
989.mp3,,,0.662,0.675,,,,,,deam
990.mp3,,,0.625,0.638,,,,,,deam
991.mp3,,,0.262,0.312,,,,,,deam
993.mp3,,,0.425,0.35,,,,,,deam
994.mp3,,,0.7,0.538,,,,,,deam
995.mp3,,,0.462,0.175,,,,,,deam
996.mp3,,,0.625,0.712,,,,,,deam
997.mp3,,,0.675,0.712,,,,,,deam
999.mp3,,,0.387,0.612,,,,,,deam
1000.mp3,,,0.725,0.575,,,,,,deam
1001.mp3,,,0.425,0.35,,,,,,deam
1002.mp3,,,0.438,0.275,,,,,,deam
1003.mp3,,,0.538,0.288,,,,,,deam
1004.mp3,,,0.35,0.462,,,,,,deam
1005.mp3,,,0.55,0.512,,,,,,deam
1006.mp3,,,0.45,0.425,,,,,,deam
1007.mp3,,,0.525,0.55,,,,,,deam
1008.mp3,,,0.625,0.55,,,,,,deam
1009.mp3,,,0.312,0.338,,,,,,deam
1010.mp3,,,0.688,0.688,,,,,,deam
1011.mp3,,,0.438,0.25,,,,,,deam
1012.mp3,,,0.412,0.238,,,,,,deam
1013.mp3,,,0.275,0.312,,,,,,deam
1014.mp3,,,0.488,0.438,,,,,,deam
1015.mp3,,,0.612,0.662,,,,,,deam
1016.mp3,,,0.288,0.112,,,,,,deam
1017.mp3,,,0.387,0.35,,,,,,deam
1018.mp3,,,0.338,0.188,,,,,,deam
1019.mp3,,,0.412,0.225,,,,,,deam
1020.mp3,,,0.3,0.188,,,,,,deam
1021.mp3,,,0.65,0.475,,,,,,deam
1022.mp3,,,0.288,0.288,,,,,,deam
1023.mp3,,,0.238,0.162,,,,,,deam
1024.mp3,,,0.275,0.238,,,,,,deam
1025.mp3,,,0.512,0.638,,,,,,deam
1026.mp3,,,0.338,0.225,,,,,,deam
1027.mp3,,,0.45,0.35,,,,,,deam
1028.mp3,,,0.438,0.475,,,,,,deam
1029.mp3,,,0.362,0.438,,,,,,deam
1030.mp3,,,0.588,0.525,,,,,,deam
1031.mp3,,,0.475,0.5,,,,,,deam
1032.mp3,,,0.288,0.387,,,,,,deam
1033.mp3,,,0.538,0.575,,,,,,deam
1034.mp3,,,0.288,0.225,,,,,,deam
1035.mp3,,,0.412,0.4,,,,,,deam
1036.mp3,,,0.475,0.25,,,,,,deam
1037.mp3,,,0.5,0.425,,,,,,deam
1038.mp3,,,0.5,0.387,,,,,,deam
1039.mp3,,,0.662,0.45,,,,,,deam
1040.mp3,,,0.65,0.538,,,,,,deam
1041.mp3,,,0.575,0.55,,,,,,deam
1042.mp3,,,0.5,0.412,,,,,,deam
1043.mp3,,,0.488,0.5,,,,,,deam
1044.mp3,,,0.762,0.638,,,,,,deam
1045.mp3,,,0.425,0.262,,,,,,deam
1046.mp3,,,0.575,0.5,,,,,,deam
1047.mp3,,,0.538,0.425,,,,,,deam
1048.mp3,,,0.5,0.712,,,,,,deam
1049.mp3,,,0.538,0.712,,,,,,deam
1050.mp3,,,0.625,0.6,,,,,,deam
1051.mp3,,,0.525,0.538,,,,,,deam
1052.mp3,,,0.562,0.7,,,,,,deam
1053.mp3,,,0.438,0.662,,,,,,deam
1054.mp3,,,0.338,0.662,,,,,,deam
1055.mp3,,,0.338,0.662,,,,,,deam
1056.mp3,,,0.4,0.5,,,,,,deam
1057.mp3,,,0.462,0.762,,,,,,deam
1058.mp3,,,0.375,0.6,,,,,,deam
1059.mp3,,,0.462,0.812,,,,,,deam
1060.mp3,,,0.525,0.638,,,,,,deam
1061.mp3,,,0.688,0.65,,,,,,deam
1062.mp3,,,0.387,0.412,,,,,,deam
1063.mp3,,,0.525,0.675,,,,,,deam
1064.mp3,,,0.525,0.762,,,,,,deam
1065.mp3,,,0.625,0.675,,,,,,deam
1066.mp3,,,0.638,0.562,,,,,,deam
1067.mp3,,,0.375,0.3,,,,,,deam
1068.mp3,,,0.612,0.538,,,,,,deam
1069.mp3,,,0.412,0.575,,,,,,deam
1070.mp3,,,0.525,0.6,,,,,,deam
1071.mp3,,,0.688,0.538,,,,,,deam
1072.mp3,,,0.662,0.562,,,,,,deam
1073.mp3,,,0.525,0.35,,,,,,deam
1074.mp3,,,0.725,0.675,,,,,,deam
1075.mp3,,,0.675,0.7,,,,,,deam
1076.mp3,,,0.625,0.5,,,,,,deam
1077.mp3,,,0.675,0.475,,,,,,deam
1078.mp3,,,0.725,0.625,,,,,,deam
1079.mp3,,,0.738,0.575,,,,,,deam
1080.mp3,,,0.625,0.5,,,,,,deam
1081.mp3,,,0.5,0.312,,,,,,deam
1082.mp3,,,0.712,0.675,,,,,,deam
1083.mp3,,,0.638,0.7,,,,,,deam
1084.mp3,,,0.512,0.3,,,,,,deam
1085.mp3,,,0.638,0.525,,,,,,deam
1086.mp3,,,0.612,0.412,,,,,,deam
1087.mp3,,,0.625,0.675,,,,,,deam
1088.mp3,,,0.788,0.7,,,,,,deam
1089.mp3,,,0.675,0.7,,,,,,deam
1090.mp3,,,0.575,0.7,,,,,,deam
1091.mp3,,,0.588,0.6,,,,,,deam
1092.mp3,,,0.6,0.662,,,,,,deam
1093.mp3,,,0.6,0.625,,,,,,deam
1094.mp3,,,0.675,0.662,,,,,,deam
1095.mp3,,,0.65,0.65,,,,,,deam
1096.mp3,,,0.35,0.325,,,,,,deam
1097.mp3,,,0.562,0.55,,,,,,deam
1098.mp3,,,0.725,0.662,,,,,,deam
1099.mp3,,,0.588,0.612,,,,,,deam
1100.mp3,,,0.662,0.575,,,,,,deam
1101.mp3,,,0.338,0.175,,,,,,deam
1102.mp3,,,0.162,0.438,,,,,,deam
1103.mp3,,,0.325,0.312,,,,,,deam
1104.mp3,,,0.4,0.425,,,,,,deam
1105.mp3,,,0.35,0.338,,,,,,deam
1106.mp3,,,0.25,0.362,,,,,,deam
1107.mp3,,,0.25,0.275,,,,,,deam
1108.mp3,,,0.475,0.338,,,,,,deam
1109.mp3,,,0.4,0.175,,,,,,deam
1110.mp3,,,0.512,0.55,,,,,,deam
1111.mp3,,,0.275,0.238,,,,,,deam
1112.mp3,,,0.262,0.162,,,,,,deam
1113.mp3,,,0.3,0.25,,,,,,deam
1114.mp3,,,0.3,0.288,,,,,,deam
1115.mp3,,,0.425,0.362,,,,,,deam
1116.mp3,,,0.588,0.25,,,,,,deam
1117.mp3,,,0.4,0.3,,,,,,deam
1118.mp3,,,0.375,0.112,,,,,,deam
1119.mp3,,,0.3,0.138,,,,,,deam
1120.mp3,,,0.3,0.225,,,,,,deam
1121.mp3,,,0.362,0.162,,,,,,deam
1122.mp3,,,0.725,0.55,,,,,,deam
1123.mp3,,,0.262,0.262,,,,,,deam
1124.mp3,,,0.55,0.512,,,,,,deam
1125.mp3,,,0.488,0.25,,,,,,deam
1126.mp3,,,0.362,0.275,,,,,,deam
1127.mp3,,,0.3,0.25,,,,,,deam
1128.mp3,,,0.338,0.213,,,,,,deam
1129.mp3,,,0.312,0.175,,,,,,deam
1130.mp3,,,0.35,0.262,,,,,,deam
